   1.0000000e+00   1.8041034e+02   1.5892795e+02   4.6834665e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.5885143e+02   1.8048687e+02   5.3187887e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.3478845e+02   2.0454985e+02   6.0279034e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.5112978e+02   1.8820851e+02   5.5463387e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.4067256e+02   1.9866573e+02   5.8545038e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.7681530e+02   1.6252300e+02   4.7894093e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.6280399e+02   1.7653431e+02   5.2023102e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.5887794e+02   1.8046036e+02   5.3180074e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.7771343e+02   1.6162487e+02   4.7629422e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.7981914e+02   1.5951915e+02   4.7008886e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.3522922e+02   2.0410907e+02   6.0149142e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.5345570e+02   1.8588259e+02   5.4777959e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.6646010e+02   1.7287820e+02   5.0945679e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.3771540e+02   2.0162289e+02   5.9416487e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.4908952e+02   1.9024878e+02   5.6064635e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.7328758e+02   1.6605071e+02   4.8933679e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.2713864e+02   2.1219965e+02   6.2533365e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.4794288e+02   1.9139542e+02   5.6402540e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.2437821e+02   2.1496008e+02   6.3346839e-01   4.0000000e+00   5.4800938e-01
   1.0000000e+00   1.3113190e+02   2.0820640e+02   6.1356587e-01   4.0000000e+00   5.4800938e-01
   2.0000000e+00   1.4152142e+02   2.4842522e+02   6.3707491e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8110399e+02   2.0884266e+02   5.3556726e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9026225e+02   1.9968439e+02   5.1208132e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7238023e+02   2.1756642e+02   5.5793894e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9434298e+02   1.9560367e+02   5.0161649e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.5094297e+02   2.3900367e+02   6.1291378e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.6489757e+02   2.2504908e+02   5.7712787e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.0800849e+02   1.8193815e+02   4.6657191e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9770951e+02   1.9223714e+02   4.9298318e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.6057472e+02   2.2937193e+02   5.8821362e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7817144e+02   2.1177521e+02   5.4308765e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7807955e+02   2.1186709e+02   5.4332329e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.1686862e+02   1.7307802e+02   4.4385052e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8113039e+02   2.0881625e+02   5.3549955e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7267643e+02   2.1727021e+02   5.5717934e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9709832e+02   1.9284832e+02   4.9455054e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.0385403e+02   1.8609261e+02   4.7722583e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8876634e+02   2.0118031e+02   5.1591752e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.0480377e+02   1.8514288e+02   4.7479028e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8665954e+02   2.0328711e+02   5.2132031e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8018228e+02   2.0976437e+02   5.3793095e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.5997737e+02   2.2996927e+02   5.8974548e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8201716e+02   2.0792949e+02   5.3322548e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9534809e+02   1.9459856e+02   4.9903893e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.5515891e+02   2.3478774e+02   6.0210221e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7009869e+02   2.1984795e+02   5.6378983e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8107679e+02   2.0886985e+02   5.3563700e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7293496e+02   2.1701169e+02   5.5651636e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9472133e+02   1.9522532e+02   5.0064623e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.6952368e+02   2.2042297e+02   5.6526443e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8037978e+02   2.0956686e+02   5.3742445e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7379663e+02   2.1615002e+02   5.5430665e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.0468013e+02   1.8526652e+02   4.7510735e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.5697834e+02   2.3296831e+02   5.9743637e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.7731561e+02   2.1263104e+02   5.4528239e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.2074315e+02   1.6920349e+02   4.3391447e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.1309267e+02   1.7685398e+02   4.5353378e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9302631e+02   1.9692033e+02   5.0499302e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.0888680e+02   1.8105985e+02   4.6431954e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9037134e+02   1.9957530e+02   5.1180156e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.9189151e+02   1.9805514e+02   5.0790317e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   2.4750154e+02   1.4244511e+02   3.6529384e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.8232967e+02   1.0761697e+02   2.7597871e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   1.8019493e+02   2.0975171e+02   5.3789849e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.1506689e+02   1.7487976e+02   4.4847099e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.2430850e+02   1.6563814e+02   4.2477130e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.3494273e+02   1.5500391e+02   3.9750031e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.6310401e+02   1.2684264e+02   3.2528204e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.1929325e+02   1.7065340e+02   4.3763269e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.5910237e+02   1.3084427e+02   3.3554404e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.4575178e+02   1.4419487e+02   3.6978102e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.3002015e+02   1.5992650e+02   4.1012405e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.0595895e+02   1.8398770e+02   4.7182788e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.1544265e+02   1.7450400e+02   4.4750737e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.5837732e+02   1.3156933e+02   3.3740341e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   1.8784952e+02   2.0209713e+02   5.1826867e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   2.2399887e+02   1.6594778e+02   4.2556534e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   1.7815633e+02   2.1179031e+02   5.4312639e-01   3.0000000e+00   4.1895646e-01
   2.0000000e+00   4.3368027e+02  -4.3733623e+01  -1.1215284e-01   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.2561214e+02  -3.5665489e+01  -9.1462483e-02   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.2532198e+02  -3.5375330e+01  -9.0718384e-02   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.1283070e+02  -2.2884056e+01  -5.8685095e-02   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.2929130e+02  -3.9344657e+01  -1.0089754e-01   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.2904400e+02  -3.9097356e+01  -1.0026335e-01   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   4.5582403e+02  -6.5877384e+01  -1.6893948e-01   1.0000000e+00  -9.1321661e-02
   2.0000000e+00   2.0081765e+02   1.8912900e+02   4.8501250e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8058584e+02   2.0936080e+02   5.3689602e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8873334e+02   2.0121330e+02   5.1600214e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8843382e+02   2.0151282e+02   5.1677024e-01   4.0000000e+00   5.1866884e-01
   2.0000000e+00   1.8749888e+02   2.0244777e+02   5.1916787e-01   4.0000000e+00   5.1866884e-01
